#-- Created by /opt/SqueezeMeta-1.5.2/scripts/02.rnas.pl, Thu Sep  1 10:08:07 2022
# ORF	Model	Last tax	Rank	Full tax
megahit_672_2499-3970	Bacteria	Methanobrevibacter	genus	superkingdom:Archaea;phylum:Euryarchaeota;clade:Methanomada group;class:Methanobacteria;order:Methanobacteriales;family:Methanobacteriaceae;genus:Methanobrevibacter
megahit_496996_3-619	Bacteria	Schwartzia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Selenomonadaceae;genus:Schwartzia
megahit_497570_1-214	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_497711_2-197	Bacteria	Ruminococcus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Ruminococcus
megahit_498618_1-662	Bacteria	Porphyromonadaceae	family	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Porphyromonadaceae
megahit_500149_1-382	Bacteria	Prevotella	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae;genus:Prevotella
megahit_506209_224-564	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_509713_1-300	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_509975_1-245	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_510283_13-599	Bacteria	Ruminococcaceae	family	
megahit_510605_466-725	Bacteria	Clostridiales	order	
megahit_510631_2234-2556	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_510743_66-398	Bacteria	Clostridium XlVa	genus	
megahit_511453_457-732	Bacteria	Root		
megahit_512831_166-426	Bacteria	Ruminococcaceae	family	
megahit_514195_2-409	Bacteria	Clostridium sensu stricto	genus	
megahit_514229_198-1729	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_514868_96-360	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_516900_57-617	Bacteria	Lactobacillus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Lactobacillales;family:Lactobacillaceae;genus:Lactobacillus
megahit_518030_5-212	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_518307_6-571	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_522139_29-489	Bacteria	Clostridium XlVa	genus	
megahit_522181_1-303	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_523245_2-247	Bacteria	Clostridiales	order	
megahit_523271_1-282	Bacteria	Ruminococcaceae	family	
megahit_523456_2-623	Bacteria	Bifidobacteriaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Actinomycetia;order:Bifidobacteriales;family:Bifidobacteriaceae
megahit_523696_149-360	Bacteria	Corynebacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Actinomycetia;order:Corynebacteriales;family:Corynebacteriaceae;genus:Corynebacterium
megahit_524259_1-672	Bacteria	Pseudoflavonifractor	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Pseudoflavonifractor
megahit_524361_244-449	Bacteria	Clostridiaceae 1	family	
megahit_525659_2-274	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_525732_1-356	Bacteria	Ruminococcaceae	family	
megahit_525763_1-201	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_526057_1-236	Bacteria	Ruminococcaceae	family	
megahit_526867_488-658	Bacteria	Clostridiales	order	
megahit_526898_4-409	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_529266_1-304	Bacteria	Clostridiales	family	
megahit_532712_1-427	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_534189_1-235	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_534671_12-406	Bacteria	Ruminococcaceae	family	
megahit_534983_377-982	Bacteria	Ruminococcaceae	family	
megahit_537566_1-271	Bacteria	Prevotella	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae;genus:Prevotella
megahit_537707_274-628	Bacteria	Clostridiales	order	
megahit_537866_1-237	Bacteria	Clostridium XlVa	genus	
megahit_538036_2-289	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_538997_2-351	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_539969_323-511	Bacteria	Bacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Bacteroidaceae;genus:Bacteroides
megahit_540491_19-1558	Bacteria	Treponema	genus	superkingdom:Bacteria;phylum:Spirochaetes;class:Spirochaetia;order:Spirochaetales;family:Treponemataceae;genus:Treponema
megahit_541381_263-700	Bacteria	Ruminococcaceae	family	
megahit_541395_1-1225	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_543766_1-581	Bacteria	Ruminococcus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Ruminococcus
megahit_544747_2-655	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_545370_4352-5335	Bacteria	Treponema	genus	superkingdom:Bacteria;phylum:Spirochaetes;class:Spirochaetia;order:Spirochaetales;family:Treponemataceae;genus:Treponema
megahit_546047_19-478	Bacteria	Clostridiales	order	
megahit_546429_173-420	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_546791_1-406	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_546848_1-376	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_549239_2-322	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_549296_2-319	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_549688_504-1381	Bacteria	Clostridium IV	genus	
megahit_553103_2-393	Bacteria	Ruminococcus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Ruminococcus
megahit_555275_605-1008	Bacteria	Lachnospiracea	genus	
megahit_555662_2-405	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_555719_59-358	Bacteria	Clostridiales	order	
megahit_555895_2-390	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_556332_95-480	Bacteria	Roseburia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae;genus:Roseburia
megahit_556605_447-834	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_556710_363-732	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_558850_1-240	Bacteria	Prevotella	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae;genus:Prevotella
megahit_560516_2-282	Bacteria	Ruminococcaceae	family	
megahit_560595_1-273	Bacteria	Ruminococcaceae	family	
megahit_560624_1-281	Bacteria	Ruminococcaceae	family	
megahit_562371_396-962	Bacteria	Ruminococcaceae	family	
megahit_562955_1-559	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_565373_1-490	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_565727_229-559	Bacteria	Root		
megahit_565727_794-1502	Bacteria	Root		
megahit_570011_919-1360	Bacteria	Lachnospiracea	genus	
megahit_570237_1-318	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_571291_19-973	Bacteria	Clostridiales	order	
megahit_571945_306-1040	Bacteria	Anaerovorax	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;no rank:Eubacteriales incertae sedis;family:Eubacteriales Family XIII. Incertae Sedis;genus:Anaerovorax
megahit_572355_1-343	Bacteria	Anaerovibrio	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Selenomonadaceae;genus:Anaerovibrio
megahit_574226_1-808	Bacteria	Erysipelotrichaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Erysipelotrichaceae
megahit_576175_2-611	Bacteria	Bacteroidetes	phylum	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes
megahit_576865_111-1641	Bacteria	Ruminococcaceae	family	
megahit_577811_1-349	Bacteria	Ruminococcaceae	family	
megahit_577931_1-414	Bacteria	Ruminococcaceae	family	
megahit_578897_60-417	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_581217_213-562	Bacteria	Clostridiales	order	
megahit_582718_2-380	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_582842_2-572	Bacteria	Clostridium sensu stricto	genus	
megahit_583216_2-364	Bacteria	Ruminococcaceae	family	
megahit_585551_1-353	Bacteria	Oscillibacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Oscillibacter
megahit_586685_84-375	Bacteria	Selenomonas	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Selenomonadaceae;genus:Selenomonas
megahit_587875_959-1310	Bacteria	Terrisporobacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Terrisporobacter
megahit_588518_2-216	Bacteria	Ruminococcaceae	family	
megahit_589698_1-246	Bacteria	Prevotella	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae;genus:Prevotella
megahit_590318_5-254	Bacteria	Anaerovibrio	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Selenomonadaceae;genus:Anaerovibrio
megahit_590567_20-226	Bacteria	Ruminococcaceae	family	
megahit_590585_59-265	Bacteria	Ruminococcaceae	family	
megahit_591401_2-259	Bacteria	Oscillibacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Oscillibacter
megahit_592384_2-240	Bacteria	Prevotella	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae;genus:Prevotella
megahit_593765_2-412	Bacteria	Oscillibacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Oscillibacter
megahit_594587_241-421	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_596720_126-360	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_597238_2-569	Bacteria	Clostridium sensu stricto	genus	
megahit_599545_174-436	Bacteria	Ruminococcaceae	family	
megahit_599777_217-613	Bacteria	Schwartzia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Selenomonadaceae;genus:Schwartzia
megahit_600684_1-200	Bacteria	Ruminococcaceae	family	
megahit_600795_2-335	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_602312_1-313	Bacteria	Prevotellaceae	family	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae
megahit_603244_2-545	Bacteria	Anaerovibrio	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Selenomonadaceae;genus:Anaerovibrio
megahit_603325_76-428	Bacteria	Clostridiales	order	
megahit_605858_3-551	Bacteria	Streptococcus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Lactobacillales;family:Streptococcaceae;genus:Streptococcus
megahit_609096_2-238	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_609185_138-402	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_610529_1-953	Bacteria	Flavonifractor	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Flavonifractor
megahit_610713_2-1051	Bacteria	Corynebacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Actinomycetia;order:Corynebacteriales;family:Corynebacteriaceae;genus:Corynebacterium
megahit_611000_1-410	Bacteria	Ruminococcus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Ruminococcus
megahit_611682_41-205	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_612595_44-311	Bacteria	Peptostreptococcaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae
megahit_613329_2-226	Bacteria	Blautia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae;genus:Blautia
megahit_615723_93-468	Bacteria	Anaerovorax	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;no rank:Eubacteriales incertae sedis;family:Eubacteriales Family XIII. Incertae Sedis;genus:Anaerovorax
megahit_616178_1-314	Bacteria	Ruminococcaceae	family	
megahit_618142_4-453	Bacteria	Ruminococcus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Ruminococcus
megahit_618362_3-288	Bacteria	Clostridiales	order	
megahit_618615_2-319	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_618848_3-177	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_621958_506-966	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_623641_1-264	Bacteria	Romboutsia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Romboutsia
megahit_623654_1-449	Bacteria	Clostridiales	order	
megahit_624963_13-343	Bacteria	Clostridiales	order	
megahit_625210_13-694	Bacteria	Clostridiales	order	
megahit_627106_1-440	Bacteria	Clostridiales	order	
megahit_627203_1-452	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_627418_1-315	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_627512_1-343	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_627624_1-346	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_627679_1-346	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_627859_4-175	Bacteria	Clostridia	class	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia
megahit_628674_4-206	Bacteria	Ruminococcaceae	family	
megahit_629511_955-2047	Bacteria	Erysipelotrichaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Erysipelotrichaceae
megahit_631361_656-877	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_632344_816-982	Bacteria	Ruminococcaceae	family	
megahit_632764_1-797	Bacteria	Collinsella	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Coriobacteriales;family:Coriobacteriaceae;genus:Collinsella
megahit_633054_1-482	Bacteria	Terrisporobacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Terrisporobacter
megahit_633611_1-307	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_633817_1-661	Bacteria	Clostridiales	order	
megahit_637438_263-1745	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_638415_5-167	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_641814_762-1064	Bacteria	Clostridium XlVa	genus	
megahit_642826_1-449	Bacteria	Brevibacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Actinomycetia;order:Micrococcales;family:Brevibacteriaceae;genus:Brevibacterium
megahit_645695_2-496	Bacteria	Ruminococcaceae	family	
megahit_646259_1-268	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_646868_2-202	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_647688_4-546	Bacteria	Ruminococcaceae	family	
megahit_647722_1-527	Bacteria	Ruminococcus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Ruminococcus
megahit_648119_13-348	Bacteria	Lachnospiracea	genus	
megahit_650191_1-270	Bacteria	Clostridiales	order	
megahit_650847_2-640	Bacteria	Alcaligenaceae	family	superkingdom:Bacteria;phylum:Proteobacteria;class:Betaproteobacteria;order:Burkholderiales;family:Alcaligenaceae
megahit_218548_66-236	Archaea	Bacteria	superkingdom	superkingdom:Bacteria
megahit_10505_32-263	Mitochondrial	Root		
megahit_36494_81-273	Mitochondrial	Root		
megahit_49904_3-195	Mitochondrial	Root		
megahit_50880_17-244	Mitochondrial	Root		
megahit_103032_9-210	Mitochondrial	Root		
megahit_119263_3-252	Mitochondrial	Root		
megahit_126736_4-167	Mitochondrial	Root		
megahit_141506_52-258	Mitochondrial	Root		
megahit_158588_1-243	Mitochondrial	Bacteria	superkingdom	superkingdom:Bacteria
megahit_159921_2-214	Mitochondrial	Root		
megahit_196038_17-244	Mitochondrial	Bacteria	superkingdom	superkingdom:Bacteria
megahit_206324_9-210	Mitochondrial	Root		
megahit_208435_8-199	Mitochondrial	Root		
megahit_209266_4-195	Mitochondrial	Root		
megahit_228356_12-174	Mitochondrial	Root		
megahit_252645_71-237	Mitochondrial	Bacteria	superkingdom	superkingdom:Bacteria
megahit_258893_63-255	Mitochondrial	Root		
megahit_262087_55-223	Mitochondrial	Bacteria	superkingdom	superkingdom:Bacteria
megahit_274371_17-200	Mitochondrial	Root		
megahit_310191_9-239	Mitochondrial	Root		
megahit_315794_42-228	Mitochondrial	Root		
megahit_320947_53-211	Mitochondrial	Root		
megahit_344303_15-240	Mitochondrial	Root		
megahit_348488_80-266	Mitochondrial	Bacteria	superkingdom	superkingdom:Bacteria
megahit_356449_58-285	Mitochondrial	Root		
megahit_374758_3-292	Mitochondrial	Root		
megahit_376683_12-263	Mitochondrial	Root		
megahit_403961_134-310	Mitochondrial	Bacteria	superkingdom	superkingdom:Bacteria
megahit_407664_6-203	Mitochondrial	Root		
megahit_429685_17-244	Mitochondrial	Bacteria	superkingdom	superkingdom:Bacteria
megahit_430061_119-310	Mitochondrial	Root		
megahit_438597_3-189	Mitochondrial	Root		
megahit_440786_2-203	Mitochondrial	Root		
megahit_461756_4-252	Mitochondrial	Root		
megahit_461831_46-292	Mitochondrial	Bacteria	superkingdom	superkingdom:Bacteria
megahit_464643_2-184	Mitochondrial	Bacteria	superkingdom	superkingdom:Bacteria
megahit_492266_1-169	Mitochondrial	Bacteria	superkingdom	superkingdom:Bacteria
megahit_493360_2-187	Mitochondrial	Bacteria	superkingdom	superkingdom:Bacteria
megahit_498527_9-215	Mitochondrial	Root		
megahit_498573_17-245	Mitochondrial	Bacteria	superkingdom	superkingdom:Bacteria
megahit_506329_74-247	Mitochondrial	Bacteria	superkingdom	superkingdom:Bacteria
megahit_506390_74-240	Mitochondrial	Bacteria	superkingdom	superkingdom:Bacteria
megahit_506400_74-247	Mitochondrial	Bacteria	superkingdom	superkingdom:Bacteria
megahit_510975_104-270	Mitochondrial	Root		
megahit_518062_5-253	Mitochondrial	Root		
megahit_518094_5-251	Mitochondrial	Root		
megahit_525886_8-211	Mitochondrial	Root		
megahit_526000_12-211	Mitochondrial	Root		
megahit_553997_103-282	Mitochondrial	Bacteria	superkingdom	superkingdom:Bacteria
megahit_554018_103-265	Mitochondrial	Root		
megahit_557671_21-196	Mitochondrial	Root		
megahit_573214_24-266	Mitochondrial	Root		
megahit_582073_45-226	Mitochondrial	Bacteria	superkingdom	superkingdom:Bacteria
megahit_588179_13-308	Mitochondrial	Root		
megahit_599522_7-212	Mitochondrial	Root		
megahit_599626_6-213	Mitochondrial	Bacteria	superkingdom	superkingdom:Bacteria
megahit_599771_7-250	Mitochondrial	Root		
megahit_639893_58-302	Mitochondrial	Root		
megahit_641740_29-228	Mitochondrial	Root		
